ID_Player,Player_Name,Team,Position,Match_Date,Age,Minutes_Played,Goals,Assists,Yellow_Cards,Red_Cards,Distance_KM
265,Sagiv Jehezkel,Hapoel Beer Sheva,Forward,10/30/2024,28,90,0,1,1,0,8.63
266,Tai Baribo,Maccabi Tel Aviv,׳§׳©׳¨,7/20/2024,38,90,1,0,0,0,10.32
267,Sagiv Jehezkel,Maccabi Haifa,Forward,1/25/2025,26,90,0,1,0,0,10.98
268,Raz Shlomo,Beitar Jerusalem,FWD,10/18/2024,25,72,0,0,2,0,7.92
269,Gabi Kanichowsky,Maccabi Tel Aviv,׳§׳©׳¨,4/25/2024,31,90,2,2,1,0,11.38
270,Gabi Kanichowsky,Hapoel Tel Aviv,Midfielder,05/07/2024,30,90,0,2,0,0,12.26
271,Miguel Vitor,Hapoel Tel Aviv,Defender,02/01/2025,30,90,0,0,1,0,10.38
272,Miguel Vitor,Beitar Jerusalem,Defender,12/30/2024,29,90,0,0,1,0,11.29
273,Dor Peretz,Maccabi Haifa,׳§׳©׳¨,8/29/2024,25,90,0,0,0,0,10.65
274,Gabi Kanichowsky,Hapoel Tel Aviv,׳—׳׳•׳¥,1/30/2025,31,90,0,0,0,0,10.62
275,Shon Weissman,Maccabi Tel Aviv,Forward,03/11/2024,26,86,0,3,0,0,9.35
276,Lior Refaelov,Hapoel Beer Sheva,Goalkeeper,1/17/2024,26,66,2,1,0,0,8.5
277,Manor Solomon,Hapoel Tel Aviv,׳—׳׳•׳¥,2/19/2024,29,90,1,1,1,0,10.49
278,Gabi Kanichowsky,Maccabi Haifa,Forward,2/24/2025,31,90,1,3,0,0,8.46
279,Eli Dasa,Beitar Jerusalem,Defender,6/21/2024,26,77,0,0,2,0,7.7
280,Raz Shlomo,Hapoel Tel Aviv,Midfielder,12/12/2024,24,75,0,0,0,0,10.28
281,Oscar Gloukh,Hapoel Beer Sheva,Defender,12/25/2024,29,90,0,0,1,0,9.58
282,Dean David,Beitar Jeru,Forward,02/06/2025,27,90,0,0,0,0,8.63
283,Omri Altman,Hapoel Tel Aviv,FWD,6/16/2024,27,90,0,0,0,0,9.54
284,Eli Dasa,Beitar Jerusalem,Goalkeeper,3/31/2025,22,90,0,0,0,0,10.04
285,Dean David,Maccabi Tel Aviv,FWD,4/20/2024,28,90,0,2,0,0,11.52
286,Sagiv Jehezkel,Hapoel Tel Aviv,FWD,3/18/2025,28,32,0,0,0,0,3.25
287,Gabi Kanichowsky,Maccabi Haifa,Midfielder,1/16/2025,31,90,1,2,0,0,10.94
288,Dor Turgeman,Maccabi Tel Aviv,׳—׳׳•׳¥,04/12/2024,24,90,0,0,1,0,10.77
289,Eyad Abu Abaid,Hapoel Tel Aviv,׳—׳׳•׳¥,1/27/2025,28,51,1,0,0,0,5.9
290,Gabi Kanichowsky,Hapoel Tel Aviv,Midfielder,12/04/2024,30,90,1,0,0,0,11.11
291,Roey Gordana,Maccabi Haifa,Defender,03/06/2024,31,90,0,0,1,0,10.6
292,Ramzi Safouri,Hapoel Beer Sheva,Defender,10/31/2024,23,60,0,0,0,0,6.26
293,Dean David,Beitar Jeru,Goalkeeper,01/07/2025,28,75,1,0,0,0,8.81
294,Eran Zahavi,Maccabi Haifa,Midfielder,11/12/2024,26,90,0,0,0,0,11
295,Eli Dasa,Beitar Jerusalem,Goalkeeper,11/12/2024,24,90,0,0,0,0,9.71
296,Manor Solomon,Hapoel Tel Aviv,Defender,3/31/2024,29,82,0,0,0,0,8.74
297,Mohammad Abu Fani,Maccabi Haifa,Forward,2/13/2025,27,85,1,0,2,0,8.47
298,Lior Refaelov,Hapoel Tel Aviv,Midfielder,1/17/2024,28,90,0,0,0,0,11
299,Eli Dasa,maccabi tel aviv,Goalkeeper,3/30/2025,25,90,0,0,0,0,10.06
300,Eyad Abu Abaid,Beitar Jerusalem,FWD,1/29/2024,28,90,0,0,0,0,10.89
301,Tai Baribo,Hapoel Beer Sheva,Goalkeeper,03/12/2025,37,90,2,0,0,0,10.51
302,Dan Einbinder,Maccabi Haifa,׳§׳©׳¨,5/28/2024,26,79,1,0,0,0,10.4
303,Dor Turgeman,Hapoel Tel Aviv,׳§׳©׳¨,04/01/2024,24,61,0,1,0,0,7.92
304,Dor Peretz,Maccabi Haifa,Forward,7/24/2024,25,90,5,0,1,0,9.64
305,Dor Turgeman,Beitar Jerusalem,׳§׳©׳¨,2/19/2025,23,90,0,1,2,0,11.85
306,Lior Refaelov,Hapoel Tel Aviv,Midfielder,2/26/2025,25,38,0,2,0,0,5.09
307,Sagiv Jehezkel,Hapoel Tel Aviv,Midfielder,8/22/2024,26,90,0,1,0,0,10.76
308,Eyad Abu Abaid,Hapoel Beer Sheva,FWD,5/16/2024,29,90,0,0,0,0,11.07
309,Oscar Gloukh,Maccabi Tel Aviv,FWD,5/31/2024,30,65,0,0,0,0,7.14
310,Tai Baribo,Hapoel Beer Sheva,Forward,8/31/2024,38,79,1,4,0,0,9.25
311,Dia Saba,Maccabi Haifa,Forward,05/02/2024,29,90,3,0,0,0,8.77
312,Yarden Shua,Beitar Jerusalem,Forward,04/10/2024,32,41,2,1,0,0,4.08
313,Netta Lavi,Hapoel Tel Aviv,Goalkeeper,02/07/2025,31,50,0,0,0,0,5.96
314,Manor Solomon,Hapoel Tel Aviv,׳—׳׳•׳¥,6/24/2024,29,90,0,0,0,0,10.07
315,Ramzi Safouri,Hapoel Tel Aviv,FWD,05/02/2024,24,90,0,0,1,0,8.82
316,Manor Solomon,Beitar Jerusalem,Midfielder,12/20/2024,28,90,1,0,0,0,10.75
317,Manor Solomon,Hapoel Tel Aviv,׳—׳׳•׳¥,04/03/2025,29,87,0,0,1,0,8.99
318,Hisham Layous,Hapoel Tel Aviv,Goalkeeper,11/06/2024,26,72,0,0,0,0,8.38
319,Netta Lavi,Maccabi Haifa,Goalkeeper,2/15/2025,30,75,0,0,0,0,7.58
320,Roey Gordana,Hapoel Beer Sheva,Goalkeeper,02/02/2024,29,89,1,1,1,0,8.12
321,Dan Einbinder,Beitar Jerusalem,Goalkeeper,04/06/2025,25,90,0,0,0,0,8.46
322,Dor Peretz,Maccabi Tel Aviv,FWD,9/21/2024,26,90,0,0,2,0,9
323,Eyad Abu Abaid,Hapoel Beer Sheva,FWD,6/28/2024,29,90,3,0,0,0,10.51
324,Gabi Kanichowsky,Hapoel Tel Aviv,Forward,3/27/2025,30,90,0,3,0,0,11.31
325,Yarden Shua,Hapoel Beer Sheva,Goalkeeper,10/01/2024,30,71,1,0,0,0,8.63
326,Dan Einbinder,Hapoel Tel Aviv,Midfielder,02/06/2025,24,36,0,3,0,0,4.85
327,Tai Baribo,Maccabi Tel Aviv,׳§׳©׳¨,06/01/2024,37,90,2,0,0,0,12.82
328,Roey Gordana,Hapoel Beer Sheva,Goalkeeper,04/06/2025,31,90,0,0,0,0,10.15
329,Gabi Kanichowsky,Maccabi Tel Aviv,׳§׳©׳¨,6/25/2024,30,51,0,1,0,0,6.91
330,Mohammad Abu Fani,Hapoel Beer Sheva,Midfielder,1/28/2024,27,80,0,0,1,0,9.49
331,Manor Solomon,Hapoel Tel Aviv,׳§׳©׳¨,06/02/2024,29,90,1,0,1,0,9.73
332,Dia Saba,Hapoel Tel Aviv,Goalkeeper,03/04/2024,29,90,1,0,0,0,9.68
333,Yarden Shua,Maccabi Tel Aviv,Midfielder,08/07/2024,31,90,0,1,1,0,13.28
334,Eyad Abu Abaid,Beitar Jerusalem,FWD,09/05/2024,27,63,2,0,0,0,5.81
335,Sagiv Jehezkel,Hapoel Beer Sheva,Goalkeeper,03/06/2025,27,3,1,0,0,0,0.29
336,Yarden Shua,Maccabi Tel Aviv,׳—׳׳•׳¥,5/23/2024,31,82,2,0,0,0,9.17
337,Shon Weissman,Maccabi Haifa,Forward,7/25/2024,28,90,2,0,0,0,10.87
338,Oscar Gloukh,Hapoel Beer Sheva,Defender,03/05/2024,28,90,0,0,0,0,9.57
339,Lior Refaelov,Hapoel Tel Aviv,Goalkeeper,11/29/2024,27,63,0,0,0,0,7.39
340,Hisham Layous,Maccabi Haifa,FWD,07/08/2024,27,90,0,1,0,0,8.73
341,Sagiv Jehezkel,Maccabi Tel Aviv,׳—׳׳•׳¥,1/19/2024,28,88,1,1,0,0,9.48
342,Eyad Abu Abaid,Hapoel Tel Aviv,Midfielder,1/25/2024,26,90,0,2,0,0,10.49
343,Oscar Gloukh,Hapoel Beer Sheva,Midfielder,02/12/2025,29,61,1,0,0,0,7.97
344,Dor Turgeman,Maccabi Haifa,Goalkeeper,03/11/2025,22,90,0,1,0,0,8.82
345,Omri Altman,Maccabi Haifa,Defender,01/03/2024,25,90,0,0,0,0,11.9
346,Eli Dasa,Hapoel Beer Sheva,Goalkeeper,4/19/2024,23,90,0,0,0,0,8.17
347,Eli Dasa,Beitar Jerusalem,׳—׳׳•׳¥,11/21/2024,24,90,0,0,0,0,10.84
348,Dan Einbinder,Hapoel Beer Sheva,׳§׳©׳¨,04/11/2024,25,55,1,1,0,0,7.77
349,Eran Zahavi,Hapoel Beer Sheva,Goalkeeper,02/04/2024,26,90,0,0,1,0,9.59
350,Anan Khalaili,Hapoel Tel Aviv,FWD,2/25/2024,27,90,0,0,0,0,9.89
351,Omri Altman,Hapoel Tel Aviv,Defender,3/20/2024,26,1,1,1,0,0,0.13
352,Oscar Gloukh,Maccabi Tel Aviv,Defender,07/01/2024,29,90,0,0,0,0,9.37
353,Ramzi Safouri,Maccabi Haifa,FWD,1/17/2024,23,90,0,0,0,0,10.31
354,Hisham Layous,Beitar Jerusalem,Goalkeeper,5/16/2024,28,82,0,0,0,0,8.13
355,Raz Shlomo,Hapoel Beer Sheva,Midfielder,9/24/2024,24,90,0,0,0,0,11.2
356,Dor Turgeman,Hapoel Tel Aviv,Goalkeeper,01/03/2025,22,5,1,0,0,0,0.51
357,Miguel Vitor,Beitar Jerusalem,Forward,9/19/2024,31,90,3,0,0,0,9.47
358,Lior Refaelov,Maccabi Haifa,Forward,05/10/2024,25,90,0,0,0,0,10.38
359,Dia Saba,Hapoel Beer Sheva,Forward,7/25/2024,27,32,1,2,0,0,3.47
360,Tai Baribo,Hapoel Beer Sheva,FWD,03/09/2024,37,0,0,0,0,0,0
361,Hisham Layous,Hapoel Tel Aviv,Forward,2/16/2025,28,90,3,0,0,0,9.48
362,Lior Refaelov,Hapoel Beer Sheva,Goalkeeper,2/18/2024,27,74,0,0,0,0,7.55
363,Netta Lavi,Hapoel Tel Aviv,FWD,9/17/2024,29,90,0,0,0,0,9.4
364,Miguel Vitor,Maccabi Haifa,Defender,01/11/2024,29,36,1,1,0,0,4.38
365,Gabi Kanichowsky,Hapoel Tel Aviv,׳§׳©׳¨,02/12/2025,32,90,0,0,0,0,11.25
366,Shon Weissman,Maccabi Haifa,Forward,12/22/2024,27,43,1,0,0,0,5.02
367,Dor Turgeman,Hapoel Tel Aviv,׳—׳׳•׳¥,3/16/2025,22,83,0,0,1,0,11.01
368,Eyad Abu Abaid,Hapoel Beer Sheva,׳§׳©׳¨,8/25/2024,28,90,2,0,0,0,10.3
369,Dan Einbinder,Beitar Jerusalem,Forward,4/22/2024,27,90,0,0,0,1,8.32
370,Omri Altman,Hapoel Tel Aviv,Midfielder,2/15/2025,26,63,0,1,0,0,7.72
371,Roey Gordana,Hapoel Beer Sheva,Forward,7/14/2024,27,85,1,0,0,0,8.28
372,Dor Turgeman,Hapoel Tel Aviv,FWD,07/04/2024,21,4,0,1,0,0,0.43
373,Tai Baribo,Beitar Jerusalem,FWD,07/05/2024,36,90,0,0,0,0,8.95
374,Eli Dasa,Beitar Jerusalem,Forward,12/15/2024,25,90,1,0,0,0,9.94
375,Hisham Layous,Hapoel Tel Aviv,Goalkeeper,7/30/2024,27,90,0,0,0,0,10.43
376,Dia Saba,Beitar Jerusalem,Forward,02/12/2025,27,84,2,0,0,0,7.77
377,Netta Lavi,Hapoel Tel Aviv,FWD,3/16/2025,29,90,3,0,1,0,8.47
378,Ramzi Safouri,Maccabi Haifa,FWD,12/26/2024,25,90,0,0,1,0,8.69
379,Dan Einbinder,Maccabi Tel Aviv,׳§׳©׳¨,4/17/2024,27,73,0,1,0,0,10.82
380,Tai Baribo,Hapoel Tel Aviv,Goalkeeper,11/22/2024,36,90,0,0,0,0,11.13
381,Gabi Kanichowsky,Hapoel Tel Aviv,Midfielder,02/01/2025,31,72,0,0,0,0,8.56
382,Ramzi Safouri,Maccabi Haifa,׳§׳©׳¨,10/11/2024,23,58,0,0,0,0,6.61
383,Dor Turgeman,Maccabi Haifa,Goalkeeper,7/13/2024,24,90,1,0,0,0,10.85
384,Eyad Abu Abaid,Maccabi Tel Aviv,FWD,02/10/2025,27,90,0,0,1,0,10.39
385,Eli Dasa,Maccabi Tel Aviv,׳—׳׳•׳¥,02/08/2024,25,90,1,0,0,0,8.73
386,Miguel Vitor,Maccabi Haifa,Midfielder,6/22/2024,31,90,0,1,0,0,11.61
387,Anan Khalaili,Maccabi Haifa,FWD,6/15/2024,27,90,0,2,0,0,10.22
388,Anan Khalaili,Maccabi Haifa,Goalkeeper,4/17/2025,28,90,1,0,0,0,10.19
389,Netta Lavi,Maccabi Tel Aviv,FWD,04/03/2025,32,90,0,0,0,0,8.38
390,Netta Lavi,Hapoel Beer Sheva,Midfielder,4/26/2025,29,90,0,0,0,0,9.57
391,Raz Shlomo,Hapoel Tel Aviv,FWD,11/14/2024,24,79,3,0,0,0,8.97
392,Netta Lavi,Maccabi Tel Aviv,׳§׳©׳¨,6/16/2024,30,90,0,0,0,0,9.38
393,Dan Einbinder,Maccabi Haifa,FWD,1/22/2025,25,0,0,0,0,0,0
394,Oscar Gloukh,Maccabi Haifa,Defender,02/11/2024,29,90,0,0,0,0,10.32
395,Lior Refaelov,Maccabi Haifa,FWD,10/12/2024,25,90,0,0,0,0,10.62
396,Sagiv Jehezkel,Maccabi Haifa,Forward,5/16/2024,26,90,1,0,0,0,9.59
397,Dean David,Beitar Jerusalem,FWD,2/19/2025,29,90,0,0,0,0,8.78
398,Netta Lavi,Hapoel Beer Sheva,FWD,5/14/2024,30,90,0,0,0,0,10.75
399,Manor Solomon,Maccabi Tel Aviv,Defender,05/11/2024,28,90,0,0,0,0,10.47
400,Oscar Gloukh,Hapoel Beer Sheva,Defender,11/18/2024,29,90,0,1,0,0,8.95
401,Sagiv Jehezkel,Maccabi Haifa,Forward,03/12/2024,26,90,0,0,0,0,11.15
402,Sagiv Jehezkel,Hapoel Beer Sheva,Defender,1/13/2025,28,66,0,0,0,0,7.54
403,Dean David,Maccabi Tel Aviv,Defender,03/09/2024,28,90,0,0,0,0,10.02
404,Anan Khalaili,Maccabi Tel Aviv,FWD,10/15/2024,28,62,0,0,0,0,6.87
405,Lior Refaelov,Hapoel Tel Aviv,Forward,2/23/2025,27,1,2,1,1,0,0.1
406,Dor Peretz,Beitar Jerusalem,FWD,03/11/2024,27,90,0,0,0,0,10.11
407,Anan Khalaili,Beitar Jerusalem,FWD,2/13/2025,28,90,0,0,0,0,11.21
408,Oscar Gloukh,Maccabi Tel Aviv,Midfielder,09/02/2024,28,90,0,0,0,0,10.06
409,Dean David,Beitar Jerusalem,FWD,1/31/2025,27,76,0,2,1,0,8.72
410,Dor Peretz,Maccabi Tel Aviv,Defender,05/03/2024,25,79,0,0,1,0,9.38
411,Shon Weissman,Maccabi Haifa,׳—׳׳•׳¥,01/12/2025,26,90,0,1,1,0,9.23
412,Eran Zahavi,Maccabi Tel Aviv,Goalkeeper,12/15/2024,24,61,0,0,0,0,6.59
413,Mohammad Abu Fani,Hapoel Beer Sheva,Forward,4/14/2024,28,90,0,0,0,0,8.5
414,Yarden Shua,Maccabi Tel Aviv,Goalkeeper,1/14/2024,32,39,3,1,0,0,4.8
415,Roey Gordana,Hapoel Beer Sheva,Forward,5/29/2024,31,90,1,0,0,1,9.79
416,Oscar Gloukh,Beitar Jerusalem,Midfielder,06/08/2024,28,90,0,0,1,0,12.01
417,Anan Khalaili,Maccabi Haifa,Midfielder,2/15/2025,28,48,0,2,0,0,6.45
418,Yarden Shua,Beitar Jerusalem,Forward,6/26/2024,31,0,0,0,0,0,0
419,Raz Shlomo,Hapoel Tel Aviv,Midfielder,10/06/2024,23,0,0,0,0,0,0
420,Lior Refaelov,Maccabi Tel Aviv,Forward,5/27/2024,26,90,2,1,0,0,8.35
421,Dia Saba,Maccabi Haifa,Forward,3/17/2024,30,67,0,1,0,0,6.27
422,Raz Shlomo,Hapoel Beer Sheva,Forward,02/05/2024,23,64,0,2,0,0,6.75
423,Oscar Gloukh,Maccabi Haifa,Midfielder,10/06/2024,29,79,2,0,2,0,11.11
424,Tai Baribo,Hapoel Tel Aviv,Midfielder,08/07/2024,37,90,0,0,0,0,10
425,Eli Dasa,Hapoel Beer Sheva,׳—׳׳•׳¥,5/23/2024,25,90,0,0,0,0,8.66
426,Lior Refaelov,Hapoel Tel Aviv,׳§׳©׳¨,4/29/2024,26,79,0,0,1,0,8.21
427,Eran Zahavi,Maccabi Haifa,FWD,01/02/2024,27,90,0,0,0,0,9.14
428,Raz Shlomo,Hapoel Beer Sheva,Midfielder,6/14/2024,25,90,0,0,0,0,10.01
429,Dan Einbinder,Hapoel Tel Aviv,Goalkeeper,12/05/2024,26,90,0,0,0,0,10.89
430,Lior Refaelov,Maccabi Tel Aviv,Goalkeeper,1/16/2024,25,90,0,0,0,0,8.56
431,Anan Khalaili,Hapoel Tel Aviv,Goalkeeper,2/28/2024,27,90,0,1,1,0,9.2
432,Omri Altman,Hapoel Tel Aviv,FWD,1/25/2024,25,90,0,0,1,0,9.46
433,Dor Turgeman,Hapoel Tel Aviv,׳§׳©׳¨,11/27/2024,23,90,1,2,0,0,11.21
434,Tai Baribo,Beitar Jerusalem,Defender,04/03/2025,36,90,0,1,1,0,10.08
435,Dan Einbinder,Beitar Jerusalem,Forward,11/02/2024,24,90,0,0,0,0,8.49
436,Dean David,Maccabi Tel Aviv,Goalkeeper,4/21/2024,26,90,0,0,0,0,11.85
437,Eyad Abu Abaid,Hapoel Beer Sheva,׳§׳©׳¨,9/16/2024,29,90,0,0,1,0,13.18
438,Eli Dasa,Maccabi Haifa,Goalkeeper,2/17/2024,23,90,0,0,0,0,9.76
439,Eyad Abu Abaid,Beitar Jerusalem,FWD,07/09/2024,29,90,0,0,0,0,9.07
440,Dean David,Maccabi Tel Aviv,Defender,02/12/2025,26,71,0,1,2,0,6.77
441,Lior Refaelov,Maccabi Tel Aviv,Midfielder,2/14/2024,26,90,0,0,0,0,10.74
442,Dean David,Hapoel Beer Sheva,Defender,03/10/2024,27,90,0,0,0,0,11.01
443,Eran Zahavi,Maccabi Haifa,Forward,1/24/2024,26,61,0,0,1,0,7.57
444,Miguel Vitor,Hapoel Tel Aviv,Defender,02/08/2024,29,90,0,0,0,0,8.96
445,Gabi Kanichowsky,Hapoel Tel Aviv,Forward,4/25/2024,30,90,3,1,0,0,10.8
446,Dean David,Maccabi Tel Aviv,Goalkeeper,6/26/2024,27,90,0,0,1,0,9.35
447,Oscar Gloukh,Maccabi Haifa,Defender,10/14/2024,28,71,0,0,1,1,8.15
448,Eran Zahavi,Maccabi Tel Aviv,Midfielder,02/05/2024,26,83,0,0,0,0,11.07
449,Tai Baribo,Beitar Jerusalem,׳§׳©׳¨,01/04/2025,37,90,0,0,1,0,9.74
450,Oscar Gloukh,Beitar Jerusalem,Goalkeeper,3/14/2024,29,90,0,0,0,0,11.8
451,Sagiv Jehezkel,Maccabi Haifa,Forward,3/15/2024,27,90,0,1,0,0,8.07
452,Anan Khalaili,Beitar Jerusalem,Goalkeeper,12/31/2024,26,90,0,0,0,0,9.02
453,Sagiv Jehezkel,Beitar Jerusalem,Defender,8/14/2024,27,90,0,0,0,0,9.49
454,Mohammad Abu Fani,Hapoel Tel Aviv,Forward,1/20/2025,28,90,2,0,0,0,7.75
455,Manor Solomon,Beitar Jerusalem,׳§׳©׳¨,7/14/2024,29,90,1,1,1,0,10.36
456,Sagiv Jehezkel,Maccabi Tel Aviv,׳—׳׳•׳¥,3/15/2024,27,90,0,1,0,0,10.32
457,Eli Dasa,maccabi tel aviv,׳§׳©׳¨,4/23/2024,24,90,0,4,0,0,9.54
458,Omri Altman,Hapoel Tel Aviv,Forward,8/22/2024,25,90,4,0,0,0,10.03
459,Eran Zahavi,Maccabi Haifa,Goalkeeper,04/08/2025,27,88,2,0,0,0,8.23
460,Shon Weissman,Hapoel Tel Aviv,Goalkeeper,9/29/2024,27,90,0,1,0,0,9.31
461,Eran Zahavi,Maccabi Tel Aviv,׳§׳©׳¨,7/15/2024,25,20,0,0,0,0,2.34
462,Sagiv Jehezkel,Hapoel Tel Aviv,Forward,2/28/2025,28,90,0,0,1,0,9.68
463,Omri Altman,Maccabi Haifa,FWD,4/20/2024,26,90,0,1,0,0,10.38
464,Tai Baribo,Hapoel Beer Sheva,Defender,4/14/2025,35,90,0,0,0,0,9.63
465,Eyad Abu Abaid,Hapoel Beer Sheva,׳—׳׳•׳¥,02/09/2024,27,90,0,0,0,0,9.97
466,Yarden Shua,Hapoel Beer Sheva,׳§׳©׳¨,3/30/2024,32,76,0,0,1,0,10
467,Eli Dasa,Hapoel Beer Sheva,Goalkeeper,12/09/2024,24,69,0,0,0,0,9.58
468,Dan Einbinder,Maccabi Tel Aviv,׳§׳©׳¨,01/07/2024,25,90,0,0,0,0,11.2
469,Dan Einbinder,Beitar Jerusalem,׳§׳©׳¨,04/10/2024,24,90,0,1,0,0,12.69
470,Sagiv Jehezkel,Hapoel Beer Sheva,Forward,11/30/2024,29,90,0,0,0,0,7.28
471,Dor Peretz,Beitar Jerusalem,Midfielder,12/15/2024,25,90,0,0,1,0,11.25
472,Shon Weissman,Maccabi Tel Aviv,׳—׳׳•׳¥,7/17/2024,27,0,0,0,0,0,0
473,Raz Shlomo,Hapoel Tel Aviv,Goalkeeper,3/23/2024,24,90,0,0,0,0,9.99
474,Manor Solomon,Hapoel Tel Aviv,׳—׳׳•׳¥,2/29/2024,29,84,2,2,0,0,9.26
475,Mohammad Abu Fani,Hapoel Beer Sheva,Forward,2/18/2024,28,71,1,0,0,0,7.51
476,Raz Shlomo,Maccabi Tel Aviv,Forward,09/08/2024,23,72,0,0,1,0,7.54
477,Shon Weissman,Beitar Jerusalem,Goalkeeper,1/19/2025,27,76,0,0,0,0,7.93
478,Dor Peretz,Maccabi Tel Aviv,׳§׳©׳¨,7/24/2024,26,90,1,1,0,0,13.58
479,Dor Turgeman,Maccabi Haifa,׳§׳©׳¨,8/31/2024,22,90,0,2,0,0,11.73
480,Manor Solomon,Hapoel Tel Aviv,FWD,5/22/2024,29,90,0,1,0,0,10.58
481,Manor Solomon,Hapoel Tel Aviv,׳§׳©׳¨,1/17/2024,31,72,0,0,0,0,9.06
482,Sagiv Jehezkel,Maccabi Haifa,׳—׳׳•׳¥,4/19/2024,26,90,0,0,0,0,8.67
483,Manor Solomon,Maccabi Tel Aviv,FWD,02/12/2024,29,90,0,0,0,0,11.61
484,Dia Saba,Maccabi Haifa,FWD,01/05/2025,28,90,0,0,0,0,10.64
485,Miguel Vitor,Beitar Jerusalem,Defender,6/29/2024,28,37,2,0,0,0,3.5
486,Miguel Vitor,Maccabi Haifa,׳§׳©׳¨,12/29/2024,28,90,0,0,0,0,11.41
487,Roey Gordana,Beitar Jerusalem,FWD,3/30/2024,30,90,1,0,0,0,8.65
488,Lior Refaelov,Hapoel Tel Aviv,Goalkeeper,1/17/2025,26,90,0,0,0,0,10
489,Tai Baribo,Beitar Jerusalem,FWD,8/28/2024,36,90,0,0,0,0,9.61
490,Omri Altman,Hapoel Tel Aviv,׳—׳׳•׳¥,2/18/2025,26,36,0,1,0,0,3.8
491,Dor Turgeman,Maccabi Haifa,׳§׳©׳¨,3/14/2024,22,75,0,0,0,0,10.27
492,Eran Zahavi,Hapoel Tel Aviv,Goalkeeper,11/15/2024,25,90,0,1,0,0,8.89
493,Mohammad Abu Fani,Maccabi Haifa,Forward,7/22/2024,27,58,0,0,0,0,6.73
494,Anan Khalaili,Maccabi Haifa,Goalkeeper,11/30/2024,29,83,0,0,0,0,9.28
495,Dean David,Maccabi Tel Aviv,FWD,2/13/2024,28,90,0,0,0,0,10.33
496,Mohammad Abu Fani,Hapoel Beer Sheva,׳§׳©׳¨,06/07/2024,27,47,0,1,1,0,6.79
497,Dor Turgeman,Hapoel Tel Aviv,Goalkeeper,01/07/2024,23,90,0,0,0,0,8.87
498,Lior Refaelov,Maccabi Tel Aviv,Goalkeeper,03/05/2025,27,43,0,2,0,0,4.99
499,Eyad Abu Abaid,Beitar Jerusalem,׳§׳©׳¨,10/14/2024,27,90,0,0,0,0,11.58
500,Raz Shlomo,Maccabi Tel Aviv,Midfielder,08/03/2024,24,90,1,0,0,0,8.82
501,Eli Dasa,Hapoel Tel Aviv,Goalkeeper,04/08/2024,24,73,0,1,0,0,9.52
502,Dan Einbinder,Hapoel Tel Aviv,Forward,2/18/2024,25,90,1,0,0,0,9.23
503,Eyad Abu Abaid,Beitar Jerusalem,Goalkeeper,3/14/2024,28,90,0,0,0,0,10.97
504,Sagiv Jehezkel,Maccabi Haifa,Defender,10/25/2024,28,90,0,0,0,0,9.13
505,Dia Saba,Beitar Jerusalem,Forward,01/06/2025,29,90,0,0,0,0,9.82
506,Mohammad Abu Fani,Beitar Jerusalem,Forward,3/27/2024,26,90,0,0,0,0,8.84
507,Omri Altman,Hapoel Tel Aviv,Defender,11/22/2024,28,88,0,0,1,0,9.96
508,Sagiv Jehezkel,Hapoel Beer Sheva,Forward,02/01/2025,26,90,1,0,1,0,8.85
509,Anan Khalaili,Hapoel Beer Sheva,׳—׳׳•׳¥,10/06/2024,26,90,0,0,1,0,10.18
510,Manor Solomon,Beitar Jerusalem,FWD,04/04/2025,29,90,0,1,0,0,11.51
511,Sagiv Jehezkel,Maccabi Haifa,׳—׳׳•׳¥,02/11/2025,27,90,0,0,0,0,9.36
512,Omri Altman,Maccabi Haifa,Goalkeeper,2/18/2024,27,69,0,0,1,0,7.86
513,Gabi Kanichowsky,Hapoel Tel Aviv,Midfielder,2/23/2024,30,90,1,0,0,0,10.54
514,Dean David,Beitar Jeru,Goalkeeper,3/30/2024,26,57,0,0,0,0,7.1
515,Eyad Abu Abaid,Hapoel Tel Aviv,׳§׳©׳¨,6/26/2024,27,70,0,0,0,0,9.42
516,Raz Shlomo,Beitar Jerusalem,Defender,7/24/2024,24,90,0,0,1,0,9.33
517,Dor Peretz,Maccabi Haifa,׳§׳©׳¨,1/17/2024,26,78,0,0,0,0,10.44
518,Eyad Abu Abaid,Beitar Jerusalem,FWD,11/09/2024,29,76,0,0,0,0,7.71
519,Hisham Layous,Hapoel Tel Aviv,Defender,11/04/2024,30,90,0,0,0,0,12.27
520,Yarden Shua,Hapoel Beer Sheva,Midfielder,11/23/2024,31,90,0,1,0,0,13.59
521,Roey Gordana,Hapoel Beer Sheva,Goalkeeper,1/31/2025,28,90,0,0,0,0,9.64
522,Hisham Layous,Maccabi Haifa,Forward,07/02/2024,28,90,1,0,0,0,10.22
523,Ramzi Safouri,Hapoel Tel Aviv,׳§׳©׳¨,05/04/2024,24,83,0,0,0,0,10.64
524,Manor Solomon,Beitar Jerusalem,Defender,2/22/2024,30,90,0,0,2,0,12.01
525,Lior Refaelov,Hapoel Tel Aviv,FWD,4/20/2024,26,90,0,0,1,0,9.96
526,Sagiv Jehezkel,Maccabi Haifa,Defender,3/23/2025,26,90,0,0,0,0,9.61
527,Eyad Abu Abaid,Beitar Jerusalem,FWD,6/27/2024,27,51,0,0,0,0,4.81
528,Dor Turgeman,Hapoel Tel Aviv,Goalkeeper,10/05/2024,23,46,0,0,0,0,4.19
